Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Japan,JPN,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.3891464412326
Japan,JPN,2020,Arable land (hectares),AG.LND.ARBL.HA,4104000
Japan,JPN,2019,Arable land (hectares),AG.LND.ARBL.HA,4124000
Japan,JPN,2018,Arable land (hectares),AG.LND.ARBL.HA,4142000
Japan,JPN,2017,Arable land (hectares),AG.LND.ARBL.HA,4161000
Japan,JPN,2016,Arable land (hectares),AG.LND.ARBL.HA,4184000
Japan,JPN,2015,Arable land (hectares),AG.LND.ARBL.HA,4205000
Japan,JPN,2014,Arable land (hectares),AG.LND.ARBL.HA,4222000
Japan,JPN,2013,Arable land (hectares),AG.LND.ARBL.HA,4238000
Japan,JPN,2012,Arable land (hectares),AG.LND.ARBL.HA,4246000
Japan,JPN,2011,Arable land (hectares),AG.LND.ARBL.HA,4254000
Japan,JPN,2010,Arable land (hectares),AG.LND.ARBL.HA,4282000
Japan,JPN,2009,Arable land (hectares),AG.LND.ARBL.HA,4294000
Japan,JPN,2008,Arable land (hectares),AG.LND.ARBL.HA,4308000
Japan,JPN,2007,Arable land (hectares),AG.LND.ARBL.HA,4326000
Japan,JPN,2006,Arable land (hectares),AG.LND.ARBL.HA,4343000
Japan,JPN,2005,Arable land (hectares),AG.LND.ARBL.HA,4360000
Japan,JPN,2004,Arable land (hectares),AG.LND.ARBL.HA,4379000
Japan,JPN,2003,Arable land (hectares),AG.LND.ARBL.HA,4397000
Japan,JPN,2002,Arable land (hectares),AG.LND.ARBL.HA,4419000
Japan,JPN,2001,Arable land (hectares),AG.LND.ARBL.HA,4444000
Japan,JPN,2000,Arable land (hectares),AG.LND.ARBL.HA,4474000
Japan,JPN,1999,Arable land (hectares),AG.LND.ARBL.HA,4503000
Japan,JPN,1998,Arable land (hectares),AG.LND.ARBL.HA,4535000
Japan,JPN,1997,Arable land (hectares),AG.LND.ARBL.HA,4569000
Japan,JPN,1996,Arable land (hectares),AG.LND.ARBL.HA,4602000
Japan,JPN,1995,Arable land (hectares),AG.LND.ARBL.HA,4630000
Japan,JPN,1994,Arable land (hectares),AG.LND.ARBL.HA,4660000
Japan,JPN,1993,Arable land (hectares),AG.LND.ARBL.HA,4685000
Japan,JPN,1992,Arable land (hectares),AG.LND.ARBL.HA,4714000
Japan,JPN,1991,Arable land (hectares),AG.LND.ARBL.HA,4740000
Japan,JPN,1990,Arable land (hectares),AG.LND.ARBL.HA,4768000
Japan,JPN,1989,Arable land (hectares),AG.LND.ARBL.HA,4792000
Japan,JPN,1988,Arable land (hectares),AG.LND.ARBL.HA,4806000
Japan,JPN,1987,Arable land (hectares),AG.LND.ARBL.HA,4814000
Japan,JPN,1986,Arable land (hectares),AG.LND.ARBL.HA,4820000
Japan,JPN,1985,Arable land (hectares),AG.LND.ARBL.HA,4830000
Japan,JPN,1984,Arable land (hectares),AG.LND.ARBL.HA,4836000
Japan,JPN,1983,Arable land (hectares),AG.LND.ARBL.HA,4843000
Japan,JPN,1982,Arable land (hectares),AG.LND.ARBL.HA,4852000
Japan,JPN,1981,Arable land (hectares),AG.LND.ARBL.HA,4861000
Japan,JPN,1980,Arable land (hectares),AG.LND.ARBL.HA,4874000
Japan,JPN,1979,Arable land (hectares),AG.LND.ARBL.HA,4882000
Japan,JPN,1978,Arable land (hectares),AG.LND.ARBL.HA,4898000
Japan,JPN,1977,Arable land (hectares),AG.LND.ARBL.HA,4911000
Japan,JPN,1976,Arable land (hectares),AG.LND.ARBL.HA,4921000
Japan,JPN,1975,Arable land (hectares),AG.LND.ARBL.HA,4945000
Japan,JPN,1974,Arable land (hectares),AG.LND.ARBL.HA,4978000
Japan,JPN,1973,Arable land (hectares),AG.LND.ARBL.HA,5015000
Japan,JPN,1972,Arable land (hectares),AG.LND.ARBL.HA,5057000
Japan,JPN,1971,Arable land (hectares),AG.LND.ARBL.HA,5125000
Japan,JPN,1970,Arable land (hectares),AG.LND.ARBL.HA,5196000
Japan,JPN,1969,Arable land (hectares),AG.LND.ARBL.HA,5162000
Japan,JPN,1968,Arable land (hectares),AG.LND.ARBL.HA,5320000
Japan,JPN,1967,Arable land (hectares),AG.LND.ARBL.HA,5377000
Japan,JPN,1966,Arable land (hectares),AG.LND.ARBL.HA,5453000
Japan,JPN,1965,Arable land (hectares),AG.LND.ARBL.HA,5478000
Japan,JPN,1964,Arable land (hectares),AG.LND.ARBL.HA,5530000
Japan,JPN,1963,Arable land (hectares),AG.LND.ARBL.HA,5570000
Japan,JPN,1962,Arable land (hectares),AG.LND.ARBL.HA,5620000
Japan,JPN,1961,Arable land (hectares),AG.LND.ARBL.HA,5660000
Japan,JPN,2020,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0325040986527907
Japan,JPN,2019,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0325665505831813
Japan,JPN,2018,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.032662781619891
Japan,JPN,2017,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0327710046309423
Japan,JPN,2016,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0329251786332588
Japan,JPN,2015,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.033073516804178
Japan,JPN,2014,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0331720041484648
Japan,JPN,2013,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0332535603593707
Japan,JPN,2012,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0332683010914447
Japan,JPN,2011,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0332777921194058
Japan,JPN,2010,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0334348403216991
Japan,JPN,2009,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0335345615281889
Japan,JPN,2008,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0336396929636195
Japan,JPN,2007,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0337966109639768
Japan,JPN,2006,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0339684327435982
Japan,JPN,2005,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0341230150344752
Japan,JPN,2004,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0342749352306259
Japan,JPN,2003,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0344274103885122
Japan,JPN,2002,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0346737808466397
Japan,JPN,2001,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0349511203391297
Japan,JPN,2000,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0352719503638356
Japan,JPN,1999,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0355600129510152
Japan,JPN,1998,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.035878164556962
Japan,JPN,1997,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0362455079844832
Japan,JPN,1996,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.036594384408025
Japan,JPN,1995,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0369006630961489
Japan,JPN,1994,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0372269887679944
Japan,JPN,1993,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0375313428770558
Japan,JPN,1992,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0378862768736186
Japan,JPN,1991,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0382369074892711
Japan,JPN,1990,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0386141660862664
Japan,JPN,1989,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0389375066019875
Japan,JPN,1988,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0392076881659025
Japan,JPN,1987,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0394367120235277
Japan,JPN,1986,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0396766599166955
Japan,JPN,1985,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0399712008739045
Japan,JPN,1984,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0402721450996394
Japan,JPN,1983,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0405927565021332
Japan,JPN,1982,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0409520594193113
Japan,JPN,1981,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.041313604337886
Japan,JPN,1980,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0417269512957271
Japan,JPN,1979,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0421261541116576
Japan,JPN,1978,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0426235499899924
Japan,JPN,1977,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0431273710833216
Japan,JPN,1976,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0436355575260474
Japan,JPN,1975,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0443207586064729
Japan,JPN,1974,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0451879958606416
Japan,JPN,1973,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0461331836956222
Japan,JPN,1972,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0471787886703735
Japan,JPN,1971,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0484876581170705
Japan,JPN,1970,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0502499927468255
Japan,JPN,1969,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0504994179164343
Japan,JPN,1968,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0526675312589718
Japan,JPN,1967,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0538351405200292
Japan,JPN,1966,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0551638324346744
Japan,JPN,1965,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0559253511924208
Japan,JPN,1964,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0570673766550055
Japan,JPN,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0580813347236705
Japan,JPN,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.059199646066173
Japan,JPN,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0601775556855032
Japan,JPN,2020,Arable land (% of land area),AG.LND.ARBL.ZS,11.2592592592593
Japan,JPN,2019,Arable land (% of land area),AG.LND.ARBL.ZS,11.3141289437586
Japan,JPN,2018,Arable land (% of land area),AG.LND.ARBL.ZS,11.363511659808
Japan,JPN,2017,Arable land (% of land area),AG.LND.ARBL.ZS,11.4156378600823
Japan,JPN,2016,Arable land (% of land area),AG.LND.ARBL.ZS,11.4787379972565
Japan,JPN,2015,Arable land (% of land area),AG.LND.ARBL.ZS,11.5363511659808
Japan,JPN,2014,Arable land (% of land area),AG.LND.ARBL.ZS,11.5829903978052
Japan,JPN,2013,Arable land (% of land area),AG.LND.ARBL.ZS,11.6268861454047
Japan,JPN,2012,Arable land (% of land area),AG.LND.ARBL.ZS,11.6488340192044
Japan,JPN,2011,Arable land (% of land area),AG.LND.ARBL.ZS,11.6707818930041
Japan,JPN,2010,Arable land (% of land area),AG.LND.ARBL.ZS,11.7475994513032
Japan,JPN,2009,Arable land (% of land area),AG.LND.ARBL.ZS,11.7805212620027
Japan,JPN,2008,Arable land (% of land area),AG.LND.ARBL.ZS,11.8189300411523
Japan,JPN,2007,Arable land (% of land area),AG.LND.ARBL.ZS,11.8683127572016
Japan,JPN,2006,Arable land (% of land area),AG.LND.ARBL.ZS,11.9149519890261
Japan,JPN,2005,Arable land (% of land area),AG.LND.ARBL.ZS,11.9615912208505
Japan,JPN,2004,Arable land (% of land area),AG.LND.ARBL.ZS,12.0137174211248
Japan,JPN,2003,Arable land (% of land area),AG.LND.ARBL.ZS,12.0631001371742
Japan,JPN,2002,Arable land (% of land area),AG.LND.ARBL.ZS,12.1234567901235
Japan,JPN,2001,Arable land (% of land area),AG.LND.ARBL.ZS,12.1920438957476
Japan,JPN,2000,Arable land (% of land area),AG.LND.ARBL.ZS,12.2743484224966
Japan,JPN,1999,Arable land (% of land area),AG.LND.ARBL.ZS,12.3539094650206
Japan,JPN,1998,Arable land (% of land area),AG.LND.ARBL.ZS,12.4417009602195
Japan,JPN,1997,Arable land (% of land area),AG.LND.ARBL.ZS,12.5349794238683
Japan,JPN,1996,Arable land (% of land area),AG.LND.ARBL.ZS,12.6255144032922
Japan,JPN,1995,Arable land (% of land area),AG.LND.ARBL.ZS,12.6988480526605
Japan,JPN,1994,Arable land (% of land area),AG.LND.ARBL.ZS,12.7811300054855
Japan,JPN,1993,Arable land (% of land area),AG.LND.ARBL.ZS,12.8496982995063
Japan,JPN,1992,Arable land (% of land area),AG.LND.ARBL.ZS,12.9292375205705
Japan,JPN,1991,Arable land (% of land area),AG.LND.ARBL.ZS,13.0005485463522
Japan,JPN,1990,Arable land (% of land area),AG.LND.ARBL.ZS,13.0773450356555
Japan,JPN,1989,Arable land (% of land area),AG.LND.ARBL.ZS,13.1431705979155
Japan,JPN,1988,Arable land (% of land area),AG.LND.ARBL.ZS,13.1815688425672
Japan,JPN,1987,Arable land (% of land area),AG.LND.ARBL.ZS,13.2035106966539
Japan,JPN,1986,Arable land (% of land area),AG.LND.ARBL.ZS,13.2163421990677
Japan,JPN,1985,Arable land (% of land area),AG.LND.ARBL.ZS,13.2473944048272
Japan,JPN,1984,Arable land (% of land area),AG.LND.ARBL.ZS,13.2602138744173
Japan,JPN,1983,Arable land (% of land area),AG.LND.ARBL.ZS,13.2250136537411
Japan,JPN,1982,Arable land (% of land area),AG.LND.ARBL.ZS,13.2495903877662
Japan,JPN,1981,Arable land (% of land area),AG.LND.ARBL.ZS,13.2669213973799
Japan,JPN,1980,Arable land (% of land area),AG.LND.ARBL.ZS,13.3060333060333
Japan,JPN,1979,Arable land (% of land area),AG.LND.ARBL.ZS,13.3242358078603
Japan,JPN,1978,Arable land (% of land area),AG.LND.ARBL.ZS,13.367903930131
Japan,JPN,1977,Arable land (% of land area),AG.LND.ARBL.ZS,13.403384279476
Japan,JPN,1976,Arable land (% of land area),AG.LND.ARBL.ZS,13.4270122783083
Japan,JPN,1975,Arable land (% of land area),AG.LND.ARBL.ZS,13.4924965893588
Japan,JPN,1974,Arable land (% of land area),AG.LND.ARBL.ZS,13.5788325150027
Japan,JPN,1973,Arable land (% of land area),AG.LND.ARBL.ZS,13.6797599563557
Japan,JPN,1972,Arable land (% of land area),AG.LND.ARBL.ZS,13.7943262411348
Japan,JPN,1971,Arable land (% of land area),AG.LND.ARBL.ZS,13.9760021816199
Japan,JPN,1970,Arable land (% of land area),AG.LND.ARBL.ZS,14.1696209435506
Japan,JPN,1969,Arable land (% of land area),AG.LND.ARBL.ZS,14.0769020998091
Japan,JPN,1968,Arable land (% of land area),AG.LND.ARBL.ZS,14.5077720207254
Japan,JPN,1967,Arable land (% of land area),AG.LND.ARBL.ZS,14.6632124352332
Japan,JPN,1966,Arable land (% of land area),AG.LND.ARBL.ZS,14.8704663212435
Japan,JPN,1965,Arable land (% of land area),AG.LND.ARBL.ZS,14.9386419416417
Japan,JPN,1964,Arable land (% of land area),AG.LND.ARBL.ZS,15.0804472320698
Japan,JPN,1963,Arable land (% of land area),AG.LND.ARBL.ZS,15.1895282247068
Japan,JPN,1962,Arable land (% of land area),AG.LND.ARBL.ZS,15.3258794655031
Japan,JPN,1961,Arable land (% of land area),AG.LND.ARBL.ZS,15.4349604581402
Japan,JPN,2020,Land under cereal production (hectares),AG.LND.CREL.HA,1805322
Japan,JPN,2019,Land under cereal production (hectares),AG.LND.CREL.HA,1809023
Japan,JPN,2018,Land under cereal production (hectares),AG.LND.CREL.HA,1807317
Japan,JPN,2017,Land under cereal production (hectares),AG.LND.CREL.HA,1894126
Japan,JPN,2016,Land under cereal production (hectares),AG.LND.CREL.HA,1906923
Japan,JPN,2015,Land under cereal production (hectares),AG.LND.CREL.HA,1922104
Japan,JPN,2014,Land under cereal production (hectares),AG.LND.CREL.HA,1942251
Japan,JPN,2013,Land under cereal production (hectares),AG.LND.CREL.HA,1952515
Japan,JPN,2012,Land under cereal production (hectares),AG.LND.CREL.HA,1947101
Japan,JPN,2011,Land under cereal production (hectares),AG.LND.CREL.HA,1939505
Japan,JPN,2010,Land under cereal production (hectares),AG.LND.CREL.HA,1956822
Japan,JPN,2009,Land under cereal production (hectares),AG.LND.CREL.HA,1936221
Japan,JPN,2008,Land under cereal production (hectares),AG.LND.CREL.HA,1940319
Japan,JPN,2007,Land under cereal production (hectares),AG.LND.CREL.HA,1983627
Japan,JPN,2006,Land under cereal production (hectares),AG.LND.CREL.HA,2006323
Japan,JPN,2005,Land under cereal production (hectares),AG.LND.CREL.HA,2020451
Japan,JPN,2004,Land under cereal production (hectares),AG.LND.CREL.HA,2018378
Japan,JPN,2003,Land under cereal production (hectares),AG.LND.CREL.HA,1985726
Japan,JPN,2002,Land under cereal production (hectares),AG.LND.CREL.HA,2002225
Japan,JPN,2001,Land under cereal production (hectares),AG.LND.CREL.HA,2006684
Japan,JPN,2000,Land under cereal production (hectares),AG.LND.CREL.HA,2045200
Japan,JPN,1999,Land under cereal production (hectares),AG.LND.CREL.HA,2047487
Japan,JPN,1998,Land under cereal production (hectares),AG.LND.CREL.HA,2054154
Japan,JPN,1997,Land under cereal production (hectares),AG.LND.CREL.HA,2197439
Japan,JPN,1996,Land under cereal production (hectares),AG.LND.CREL.HA,2220809
Japan,JPN,1995,Land under cereal production (hectares),AG.LND.CREL.HA,2352386
Japan,JPN,1994,Land under cereal production (hectares),AG.LND.CREL.HA,2448141
Japan,JPN,1993,Land under cereal production (hectares),AG.LND.CREL.HA,2424140
Japan,JPN,1992,Land under cereal production (hectares),AG.LND.CREL.HA,2430921
Japan,JPN,1991,Land under cereal production (hectares),AG.LND.CREL.HA,2413369
Japan,JPN,1990,Land under cereal production (hectares),AG.LND.CREL.HA,2471494
Japan,JPN,1989,Land under cereal production (hectares),AG.LND.CREL.HA,2523524
Japan,JPN,1988,Land under cereal production (hectares),AG.LND.CREL.HA,2535438
Japan,JPN,1987,Land under cereal production (hectares),AG.LND.CREL.HA,2555938
Japan,JPN,1986,Land under cereal production (hectares),AG.LND.CREL.HA,2679339
Japan,JPN,1985,Land under cereal production (hectares),AG.LND.CREL.HA,2711736
Japan,JPN,1984,Land under cereal production (hectares),AG.LND.CREL.HA,2687684
Japan,JPN,1983,Land under cereal production (hectares),AG.LND.CREL.HA,2652555
Japan,JPN,1982,Land under cereal production (hectares),AG.LND.CREL.HA,2637374
Japan,JPN,1981,Land under cereal production (hectares),AG.LND.CREL.HA,2654960
Japan,JPN,1980,Land under cereal production (hectares),AG.LND.CREL.HA,2723782
Japan,JPN,1979,Land under cereal production (hectares),AG.LND.CREL.HA,2793552
Japan,JPN,1978,Land under cereal production (hectares),AG.LND.CREL.HA,2795168
Japan,JPN,1977,Land under cereal production (hectares),AG.LND.CREL.HA,2949640
Japan,JPN,1976,Land under cereal production (hectares),AG.LND.CREL.HA,2977950
Japan,JPN,1975,Land under cereal production (hectares),AG.LND.CREL.HA,2970510
Japan,JPN,1974,Land under cereal production (hectares),AG.LND.CREL.HA,2932850
Japan,JPN,1973,Land under cereal production (hectares),AG.LND.CREL.HA,2833610
Japan,JPN,1972,Land under cereal production (hectares),AG.LND.CREL.HA,2935910
Japan,JPN,1971,Land under cereal production (hectares),AG.LND.CREL.HA,3092500
Japan,JPN,1970,Land under cereal production (hectares),AG.LND.CREL.HA,3445920
Japan,JPN,1969,Land under cereal production (hectares),AG.LND.CREL.HA,3925820
Japan,JPN,1968,Land under cereal production (hectares),AG.LND.CREL.HA,4017000
Japan,JPN,1967,Land under cereal production (hectares),AG.LND.CREL.HA,4092940
Japan,JPN,1966,Land under cereal production (hectares),AG.LND.CREL.HA,4194810
Japan,JPN,1965,Land under cereal production (hectares),AG.LND.CREL.HA,4303013
Japan,JPN,1964,Land under cereal production (hectares),AG.LND.CREL.HA,4418130
Japan,JPN,1963,Land under cereal production (hectares),AG.LND.CREL.HA,4609500
Japan,JPN,1962,Land under cereal production (hectares),AG.LND.CREL.HA,4755130
Japan,JPN,1961,Land under cereal production (hectares),AG.LND.CREL.HA,4868480
Japan,JPN,2020,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.735253772290809
Japan,JPN,2019,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.748971193415638
Japan,JPN,2018,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.762688614540466
Japan,JPN,2017,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.776406035665295
Japan,JPN,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.787379972565158
Japan,JPN,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.798353909465021
Japan,JPN,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.812071330589849
Japan,JPN,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.823045267489712
Japan,JPN,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.831275720164609
Japan,JPN,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.842249657064472
Japan,JPN,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.853223593964335
Japan,JPN,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.864197530864197
Japan,JPN,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.877914951989026
Japan,JPN,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.888888888888889
Japan,JPN,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.899862825788752
Japan,JPN,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.910836762688614
Japan,JPN,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.919067215363512
Japan,JPN,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.930041152263374
Japan,JPN,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.943758573388203
Japan,JPN,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.957475994513031
Japan,JPN,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.976680384087792
Japan,JPN,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.995884773662551
Japan,JPN,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.01508916323731
Japan,JPN,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.04252400548697
Japan,JPN,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.07544581618656
Japan,JPN,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.11903455842019
Japan,JPN,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.16017553483269
Japan,JPN,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.20405924300603
Japan,JPN,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.23697202413604
Japan,JPN,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.27262753702688
Japan,JPN,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.30279758639605
Japan,JPN,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.33571036752606
Japan,JPN,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.40153592978607
Japan,JPN,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.44267690619857
Japan,JPN,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.47518508363038
Japan,JPN,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.50575973669775
Japan,JPN,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.53550863723608
Japan,JPN,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.55106499180776
Japan,JPN,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.56744948115784
Japan,JPN,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.58569868995633
Japan,JPN,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.6025116025116
Japan,JPN,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.61572052401747
Japan,JPN,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.62663755458515
Japan,JPN,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.64847161572052
Japan,JPN,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.67803547066849
Japan,JPN,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.71350613915416
Japan,JPN,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.73758865248227
Japan,JPN,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.72394980905619
Japan,JPN,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.71031096563011
Japan,JPN,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.67984728661031
Japan,JPN,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.63621488955549
Japan,JPN,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.60894464139624
Japan,JPN,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.5734933187892
Japan,JPN,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.52986092173439
Japan,JPN,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.48077447504772
Japan,JPN,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.43441505317698
Japan,JPN,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.36351240796291
Japan,JPN,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.22716116716662
Japan,JPN,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.09080992637033
Japan,JPN,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.954458685574039
Japan,JPN,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,3464.054199
Japan,JPN,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,3464.054199
Japan,JPN,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,3464.054199
Japan,JPN,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.937934773
Japan,JPN,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.937934773
Japan,JPN,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.937934773
Japan,JPN,2020,Forest area (sq. km),AG.LND.FRST.K2,249350
Japan,JPN,2019,Forest area (sq. km),AG.LND.FRST.K2,249350
Japan,JPN,2018,Forest area (sq. km),AG.LND.FRST.K2,249350
Japan,JPN,2017,Forest area (sq. km),AG.LND.FRST.K2,249350
Japan,JPN,2016,Forest area (sq. km),AG.LND.FRST.K2,249400
Japan,JPN,2015,Forest area (sq. km),AG.LND.FRST.K2,249440
Japan,JPN,2014,Forest area (sq. km),AG.LND.FRST.K2,249484
Japan,JPN,2013,Forest area (sq. km),AG.LND.FRST.K2,249528
Japan,JPN,2012,Forest area (sq. km),AG.LND.FRST.K2,249572
Japan,JPN,2011,Forest area (sq. km),AG.LND.FRST.K2,249616
Japan,JPN,2010,Forest area (sq. km),AG.LND.FRST.K2,249660
Japan,JPN,2009,Forest area (sq. km),AG.LND.FRST.K2,249570
Japan,JPN,2008,Forest area (sq. km),AG.LND.FRST.K2,249480
Japan,JPN,2007,Forest area (sq. km),AG.LND.FRST.K2,249390
Japan,JPN,2006,Forest area (sq. km),AG.LND.FRST.K2,249300
